0.000148588	0.000148588	
0.00014454	0.00014454	
0.000134046	0.000134046	
0.000117084	0.000117084	
9.3959e-05	9.3959e-05	
6.5249e-05	6.5249e-05	
3.1807e-05	3.1807e-05	
-5.23538e-06	-5.23538e-06	
-4.45438e-05	-4.45438e-05	
-8.45908e-05	-8.45908e-05	
-0.000123732	-0.000123732	
-0.00016029	-0.00016029	
-0.000192588	-0.000192588	
-0.000219057	-0.000219057	
-0.000238288	-0.000238288	
-0.000249055	-0.000249055	
-0.000250506	-0.000250506	
-0.000242144	-0.000242144	
-0.000223822	-0.000223822	
-0.000195806	-0.000195806	
-0.000158777	-0.000158777	
-0.000113798	-0.000113798	
-6.23248e-05	-6.23248e-05	
-6.12137e-06	-6.12137e-06	
5.27776e-05	5.27776e-05	
0.000112131	0.000112131	
0.000169622	0.000169622	
0.000222887	0.000222887	
0.00026957	0.00026957	
0.000307633	0.000307633	
0.000335246	0.000335246	
0.000350941	0.000350941	
0.000353662	0.000353662	
0.000342836	0.000342836	
0.000318403	0.000318403	
0.000280852	0.000280852	
0.000231184	0.000231184	
0.000170932	0.000170932	
0.000102099	0.000102099	
2.70593e-05	2.70593e-05	
-5.14479e-05	-5.14479e-05	
-0.000130473	-0.000130473	
-0.000206949	-0.000206949	
-0.000277829	-0.000277829	
-0.000340224	-0.000340224	
-0.000391453	-0.000391453	
-0.000429226	-0.000429226	
-0.000451687	-0.000451687	
-0.000457536	-0.000457536	
-0.000446079	-0.000446079	
-0.00041728	-0.00041728	
-0.000371762	-0.000371762	
-0.000310822	-0.000310822	
-0.000236372	-0.000236372	
-0.000150908	-0.000150908	
-5.74991e-05	-5.74991e-05	
4.04673e-05	4.04673e-05	
0.000139374	0.000139374	
0.00023543	0.00023543	
0.000324917	0.000324917	
0.000404228	0.000404228	
0.000470095	0.000470095	
0.000519681	0.000519681	
0.000550697	0.000550697	
0.000561533	0.000561533	
0.0005513	0.0005513	
0.00051981	0.00051981	
0.000467837	0.000467837	
0.000396992	0.000396992	
0.000309538	0.000309538	
0.00020846	0.00020846	
9.73332e-05	9.73332e-05	
-1.98612e-05	-1.98612e-05	
-0.000138755	-0.000138755	
-0.000254898	-0.000254898	
-0.000363797	-0.000363797	
-0.000461149	-0.000461149	
-0.000543047	-0.000543047	
-0.000606044	-0.000606044	
